time_sec,e_x,e_y,e_z,error_norm,error_integral
2.024000,-0.026280285,-0.013107265,1.240195895,1.240543555,3.362878937
2.032000,-0.026618518,-0.014100381,1.233424326,1.233792096,3.372776279
2.040000,-0.027017382,-0.015173807,1.226815648,1.227206917,3.382620275
2.048000,-0.027017382,-0.015173807,1.215440986,1.215835915,3.392392447
2.056000,-0.027238171,-0.015985372,1.219305527,1.219714483,3.402134648
2.064000,-0.027425469,-0.016742910,1.199883770,1.200313935,3.411814762
2.072000,-0.027773352,-0.018199417,1.207288753,1.207745300,3.421446999
2.080000,-0.027773352,-0.018199417,1.195539206,1.196000239,3.431061981
2.088000,-0.027958243,-0.018928326,1.187373072,1.187853003,3.440597394
2.096000,-0.028450130,-0.020093224,1.192595348,1.193103856,3.450121221
2.104000,-0.028980914,-0.021309371,1.186066779,1.186612147,3.459640085
2.112000,-0.028980914,-0.021309371,1.173942173,1.174493170,3.469084507
2.120000,-0.029491924,-0.022486228,1.167080039,1.167669141,3.478453156
2.128000,-0.029491924,-0.022486228,1.154705537,1.155300949,3.487745036
2.136000,-0.030040379,-0.023713573,1.160413509,1.161044474,3.497010418
2.144000,-0.030624087,-0.024985704,1.141224941,1.141909140,3.506222232
2.152000,-0.030624087,-0.024985704,1.141224941,1.141909140,3.515357506
2.160000,-0.031207804,-0.026253196,1.134455656,1.135188440,3.524465896
2.168000,-0.031832604,-0.027574635,1.127826916,1.128612967,3.533521101
2.176000,-0.031832604,-0.027574635,1.127826916,1.128612967,3.542550005
2.184000,-0.032520548,-0.028982642,1.121496558,1.122342242,3.551553826
2.192000,-0.033188550,-0.030348538,1.114968893,1.115875506,3.560506697
2.200000,-0.033188550,-0.030348538,1.101722975,1.102640479,3.569380761
2.208000,-0.033948280,-0.031840029,1.095703951,1.096692036,3.578178091
2.216000,-0.034306923,-0.032722278,1.100506759,1.101527503,3.586970969
2.224000,-0.035097472,-0.034247602,1.081029783,1.082141452,3.595705645
2.232000,-0.035539476,-0.035241383,1.086380264,1.087532569,3.604384341
2.240000,-0.035539476,-0.035241383,1.072640398,1.073807446,3.613029701
2.248000,-0.036282746,-0.036682448,1.066194613,1.067442267,3.621594700
2.256000,-0.037237901,-0.038439712,1.075368889,1.076699829,3.630171268
2.264000,-0.037699705,-0.039443362,1.053023965,1.054436588,3.638695814
2.272000,-0.038182609,-0.040471534,1.058922696,1.060383484,3.647155094
2.280000,-0.038708545,-0.041557870,1.050909658,1.052443118,3.655606401
2.288000,-0.039290119,-0.042723431,1.043190640,1.044804152,3.663995390
2.296000,-0.039800657,-0.043775874,1.049454102,1.051120513,3.672379088
2.304000,-0.040330077,-0.044848758,1.041353069,1.043098337,3.680755964
2.312000,-0.040855594,-0.045911661,1.033104088,1.034930489,3.689068079
2.320000,-0.041409584,-0.047009918,1.024936951,1.026849765,3.697315200
2.328000,-0.041992875,-0.048145249,1.016872373,1.018877220,3.705498108
2.336000,-0.042577447,-0.049275964,1.023791017,1.025860130,3.713677058
2.344000,-0.043157529,-0.050390384,1.000637275,1.002834343,3.721791835
2.352000,-0.043730538,-0.051487646,1.007448626,1.009710885,3.729842016
2.360000,-0.043730538,-0.051487646,0.992257950,0.994554763,3.737859079
2.368000,-0.044740967,-0.053241781,0.987386355,0.989832438,3.745796628
2.376000,-0.045334933,-0.054352916,0.994365538,0.996881296,3.753743483
2.384000,-0.046434805,-0.056228383,0.974708051,0.977432150,3.761640736
2.392000,-0.047043912,-0.057348727,0.981835150,0.984633063,3.769488997
2.400000,-0.047812823,-0.058703422,0.974754460,0.977690348,3.777338291
2.408000,-0.048691258,-0.060005634,0.966266305,0.969351374,3.785126458
2.416000,-0.049779370,-0.061622477,0.975465552,0.978676840,3.792918571
2.428000,-0.049779370,-0.061622477,0.959574175,0.962838467,3.804567663
2.432000,-0.051868238,-0.064719840,0.961473610,0.965044286,3.808423428
2.440000,-0.052576594,-0.065760977,0.951369394,0.955087707,3.816103956
2.448000,-0.053539187,-0.067183799,0.943552543,0.947455281,3.823714128
2.456000,-0.054561298,-0.068697839,0.952783649,0.956813989,3.831331205
2.464000,-0.055411261,-0.069955162,0.944135333,0.948343640,3.838951836
2.472000,-0.055411261,-0.069955162,0.927676417,0.931959048,3.846473046
2.480000,-0.056769524,-0.071975297,0.923752367,0.928289641,3.853914041
2.488000,-0.058065958,-0.073898858,0.919268736,0.924060445,3.861323441
2.496000,-0.059470281,-0.075976222,0.932637134,0.937614592,3.868770142
2.504000,-0.059470281,-0.075976222,0.915845824,0.920914043,3.876204256
2.512000,-0.060799778,-0.077933705,0.911703549,0.917046148,3.883556097
2.520000,-0.060799778,-0.077933705,0.894694320,0.900137879,3.890824833
2.528000,-0.062184576,-0.079958959,0.891192832,0.896930889,3.898013108
2.536000,-0.063625570,-0.082053795,0.905547478,0.911480814,3.905246755
2.544000,-0.065047961,-0.084114253,0.902700827,0.908941818,3.912528445
2.552000,-0.065047961,-0.084114253,0.885370569,0.891732857,3.919731144
2.560000,-0.066493936,-0.086206055,0.882785470,0.889473504,3.926855970
2.568000,-0.067460291,-0.087596818,0.875182069,0.882138168,3.933942416
2.576000,-0.068420026,-0.088973655,0.885105765,0.892193828,3.941039744
2.584000,-0.068420026,-0.088973655,0.867461900,0.874692952,3.948107291
2.592000,-0.069936685,-0.091149955,0.865725659,0.873315733,3.955099326
2.600000,-0.070879959,-0.092493831,0.857902833,0.865780773,3.962055712
2.608000,-0.073191725,-0.095469966,0.861567447,0.869925289,3.968998536
2.616000,-0.073191725,-0.095469966,0.861567447,0.869925289,3.975957939
2.624000,-0.074538570,-0.097075782,0.854947411,0.863663582,3.982892294
2.632000,-0.075798556,-0.098561711,0.847418014,0.856491169,3.989772913
2.640000,-0.077150363,-0.100179865,0.841077666,0.850529144,3.996600994
2.648000,-0.079721652,-0.103239759,0.845585910,0.855587237,4.003425460
2.656000,-0.079721652,-0.103239759,0.845585910,0.855587237,4.010270158
2.664000,-0.081001133,-0.104766621,0.838777417,0.849167112,4.017089175
2.672000,-0.082292974,-0.106309413,0.832147376,0.842937175,4.023857592
2.680000,-0.083556786,-0.107813082,0.825233434,0.836430283,4.030575062
2.688000,-0.084921852,-0.109455711,0.819665048,0.831290000,4.037245943
2.696000,-0.086204611,-0.110984891,0.813179834,0.825233496,4.043872037
2.704000,-0.087430924,-0.112433880,0.824969960,0.837174402,4.050521669
2.712000,-0.089837782,-0.115266635,0.829544861,0.842319358,4.057239644
2.720000,-0.091142625,-0.116819932,0.823779810,0.836998835,4.063956917
2.728000,-0.091142625,-0.116819932,0.804694291,0.818221716,4.070577799
2.736000,-0.092352338,-0.118250801,0.816957559,0.830621370,4.077173171
2.744000,-0.094695874,-0.121014579,0.802915672,0.817487256,4.083765606
2.752000,-0.094695874,-0.121014579,0.802915672,0.817487256,4.090305504
2.760000,-0.096367650,-0.123048573,0.802257500,0.817340059,4.096844813
2.768000,-0.096367650,-0.123048573,0.782827313,0.798277068,4.103307282
2.776000,-0.098083109,-0.125124960,0.802250381,0.817852203,4.109771799
2.784000,-0.099741876,-0.127109735,0.801596147,0.817717378,4.116314077
2.792000,-0.099741876,-0.127109735,0.782000500,0.798517444,4.122779016
2.800000,-0.101385668,-0.129059746,0.781151266,0.798205971,4.129165910
2.808000,-0.103062421,-0.131037160,0.780855679,0.798453625,4.135552548
2.816000,-0.104771093,-0.133038505,0.800948644,0.818654356,4.142020980
2.824000,-0.104771093,-0.133038505,0.781113694,0.799258925,4.148492633
2.832000,-0.106650330,-0.135245009,0.783960299,0.802657621,4.154900300
2.840000,-0.107779764,-0.136523574,0.777062856,0.796292563,4.161296100
2.848000,-0.109019436,-0.137934654,0.771693249,0.791468052,4.167647143
2.856000,-0.110187516,-0.139256193,0.785571535,0.805391962,4.174034583
2.864000,-0.111388333,-0.140614091,0.779888641,0.800253695,4.180457165
