time_sec,e_x,e_y,e_z,error_norm,error_integral
2.576000,0.541256735,-0.155499696,0.302883506,0.639435241,1.740353803
2.584000,0.541510234,-0.154741406,0.303359866,0.639691679,1.745470311
2.592000,0.541510234,-0.154741406,0.303359866,0.639691679,1.750587845
2.600000,0.541414330,-0.154120117,0.302467942,0.639037826,1.755702763
2.608000,0.541281829,-0.153537228,0.300417304,0.637816788,1.760810181
2.616000,0.541281829,-0.153537228,0.300417304,0.637816788,1.765912715
2.624000,0.541129598,-0.152377351,0.295426846,0.635072532,1.771004273
2.632000,0.541129598,-0.152377351,0.295426846,0.635072532,1.776084853
2.640000,0.540917585,-0.151840686,0.292695045,0.633496501,1.781159129
2.648000,0.540917585,-0.151840686,0.292695045,0.633496501,1.786227101
2.656000,0.540634641,-0.151319026,0.290344238,0.632046707,1.791289274
2.664000,0.540285060,-0.150788768,0.288724542,0.630878007,1.796340973
2.672000,0.540256688,-0.150169089,0.288834333,0.630756147,1.801387509
2.680000,0.540256688,-0.150169089,0.288834333,0.630756147,1.806433558
2.688000,0.539753744,-0.149602770,0.289685845,0.630581464,1.811478909
2.696000,0.539492378,-0.148989081,0.291657090,0.631120932,1.816525718
2.704000,0.539283464,-0.148360788,0.294275284,0.632009114,1.821578239
2.712000,0.539111206,-0.147726356,0.297557831,0.633249265,1.826639272
2.720000,0.538626084,-0.146449833,0.306527257,0.636808112,1.831719502
2.728000,0.538626084,-0.146449833,0.306527257,0.636808112,1.836813967
2.736000,0.538399586,-0.145809635,0.311818957,0.639034918,1.841917339
2.744000,0.537796447,-0.145130216,0.320428967,0.642621600,1.847043965
2.752000,0.537108907,-0.144428014,0.330631614,0.647041493,1.852202617
2.760000,0.537108907,-0.144428014,0.330631614,0.647041493,1.857378949
2.768000,0.536432335,-0.143736049,0.340764046,0.651567216,1.862573384
2.776000,0.536432335,-0.143736049,0.340764046,0.651567216,1.867785922
2.784000,0.535636017,-0.143045603,0.351177096,0.656272307,1.873017280
2.792000,0.534869084,-0.141845076,0.363516569,0.662079496,1.878290687
2.800000,0.534499416,-0.141283273,0.368685842,0.664514739,1.883597064
2.808000,0.534499416,-0.141283273,0.368685842,0.664514739,1.888913182
2.816000,0.533642838,-0.140702604,0.375481367,0.667501429,1.894241246
2.824000,0.533203492,-0.140189200,0.379518747,0.669323132,1.899588545
2.832000,0.532658467,-0.139692708,0.383198738,0.670880293,1.904949358
2.840000,0.532030532,-0.139212712,0.386276007,0.672045995,1.910321064
2.848000,0.531617710,-0.138764738,0.388244152,0.672760406,1.915700289
2.856000,0.530973742,-0.138326927,0.389801025,0.673061879,1.921083578
2.864000,0.530455062,-0.137912407,0.390604377,0.673033568,1.926467960
2.872000,0.529929707,-0.137519955,0.390964508,0.672748451,1.931851088
2.880000,0.529316256,-0.137148126,0.390619516,0.671988775,1.937230037
2.888000,0.528754244,-0.136796950,0.389767051,0.670978993,1.942601908
2.896000,0.528780410,-0.136063128,0.390701056,0.671393485,1.947971398
2.904000,0.528636286,-0.135361745,0.390401959,0.670964094,1.953340828
2.912000,0.528632829,-0.134686231,0.389966249,0.670571938,1.958706973
2.920000,0.528605828,-0.134036495,0.388895035,0.669797919,1.964068452
2.928000,0.528506646,-0.133417412,0.387051106,0.668526767,1.969421751
2.936000,0.528474281,-0.132820278,0.385127306,0.667270060,1.974764938
2.944000,0.528321454,-0.132248654,0.382036924,0.665255949,1.980095042
2.952000,0.528319249,-0.131690203,0.379572153,0.663730787,1.985410989
2.960000,0.528421769,-0.131142347,0.377546310,0.662547430,1.990716102
2.968000,0.528421769,-0.131142347,0.377546310,0.662547430,1.996016481
2.976000,0.528531561,-0.130063533,0.371294379,0.658879085,2.001302187
2.984000,0.528531561,-0.130063533,0.371294379,0.658879085,2.006573220
2.992000,0.528858671,-0.129521190,0.370167375,0.658400424,2.011842338
3.000000,0.529301474,-0.128985732,0.370166302,0.658650484,2.017110542
3.008000,0.530337105,-0.127933218,0.371973157,0.660294163,2.022386320
3.016000,0.530337105,-0.127933218,0.371973157,0.660294163,2.027668674
3.024000,0.530928323,-0.127412065,0.373709440,0.661647538,2.032956440
3.032000,0.532381544,-0.126361824,0.379241109,0.665748629,2.038266025
3.040000,0.532381544,-0.126361824,0.379241109,0.665748629,2.043592014
